01-01-2004,00:00,17,006003,900,   0.4, 332.8,9999.9,1009.0,   0.7,  99.0,   0.0,9999.9,   0.0
01-01-2004,01:00,17,006003,900,   1.4, 220.4,9999.9,1009.0,   0.6,  99.0,   0.0,9999.9,   0.0
01-01-2004,02:00,17,006003,900,   1.9, 228.0,9999.9,1010.0,   0.8,  99.0,   0.0,9999.9,   0.0
01-01-2004,03:00,17,006003,900,   1.1, 258.8,9999.9,1009.0,   0.2,  99.0,   0.0,9999.9,   0.0
01-01-2004,04:00,17,006003,900,   1.6, 229.4,9999.9,1009.0,  -0.2,  99.0,   0.0,9999.9,   0.0
01-01-2004,05:00,17,006003,900,   3.0, 246.9,9999.9,1008.0,   0.3,  99.0,   0.0,9999.9,   0.0
01-01-2004,06:00,17,006003,900,   2.5, 253.8,9999.9,1009.0,   0.4,  99.0,   0.0,9999.9,   0.0
01-01-2004,07:00,17,006003,900,   2.7, 230.9,9999.9,1008.0,   0.2,  99.0,   0.0,9999.9,   0.0
01-01-2004,08:00,17,006003,900,   2.6, 241.8,9999.9,1008.0,   0.1,  99.0,  37.0,9999.9,   0.0
01-01-2004,09:00,17,006003,900,   1.7, 268.7,9999.9,1009.0,   1.2,  99.0,  74.0,9999.9,   0.0
01-01-2004,10:00,17,006003,900,   0.8, 221.5,9999.9,1008.0,   1.6,  99.0, 117.0,9999.9,   0.0
01-01-2004,11:00,17,006003,900,   2.4, 230.5,9999.9,1007.0,   0.8,  99.0, 132.0,9999.9,   0.0
01-01-2004,12:00,17,006003,900,   1.5, 232.9,9999.9,1005.0,   1.9,  99.0, 175.0,9999.9,   0.0
01-01-2004,13:00,17,006003,900,   1.2, 229.5,9999.9,1005.0,   1.9,  99.0, 125.0,9999.9,   0.0
01-01-2004,14:00,17,006003,900,   0.1, 242.0,9999.9,1004.0,   2.1,  99.0,  89.0,9999.9,   0.0
01-01-2004,15:00,17,006003,900,   0.8,   9.1,9999.9,1004.0,   1.8,  99.0,  26.0,9999.9,   0.0
01-01-2004,16:00,17,006003,900,   0.3, 170.3,9999.9,1004.0,   1.7,  99.0,   0.0,9999.9,   0.0
01-01-2004,17:00,17,006003,900,   0.9, 246.9,9999.9,1003.0,   0.9,  99.0,   0.0,9999.9,   0.0
01-01-2004,18:00,17,006003,900,   1.7, 260.8,9999.9,1003.0,   0.9,  99.0,   0.0,9999.9,   0.0
01-01-2004,19:00,17,006003,900,   2.2, 277.3,9999.9,1003.0,   1.1,  99.0,   0.0,9999.9,   0.6
01-01-2004,20:00,17,006003,900,   0.3, 212.3,9999.9,1002.0,   1.2,  99.0,   0.0,9999.9,   1.0
01-01-2004,21:00,17,006003,900,   1.1, 123.7,9999.9,1002.0,   1.1,  99.0,   0.0,9999.9,   0.0
01-01-2004,22:00,17,006003,900,   1.9, 239.1,9999.9,1001.0,   0.6,  99.0,   0.0,9999.9,   1.4
01-01-2004,23:00,17,006003,900,   1.1, 236.0,9999.9,1000.0,   0.9,  99.0,   0.0,9999.9,   1.2
02-01-2004,00:00,17,006003,900,   0.9, 167.1,9999.9,1000.0,   0.9,  99.0,   0.0,9999.9,   0.8
02-01-2004,01:00,17,006003,900,   0.0,9999.9,9999.9,1000.0,   0.8,  99.0,   0.0,9999.9,   0.2
02-01-2004,02:00,17,006003,900,   0.2,  25.8,9999.9,1000.0,   0.8,  99.0,   0.0,9999.9,   0.4
02-01-2004,03:00,17,006003,900,   1.2,  86.0,9999.9,1000.0,   1.1,  99.0,   0.0,9999.9,   0.4
02-01-2004,04:00,17,006003,900,   0.7, 343.8,9999.9, 999.0,   0.8,  99.0,   0.0,9999.9,   0.6
02-01-2004,05:00,17,006003,900,   0.8, 318.2,9999.9, 999.0,   1.2,  99.0,   0.0,9999.9,   0.0
02-01-2004,06:00,17,006003,900,   0.8, 230.6,9999.9, 999.0,   0.6,  99.0,   0.0,9999.9,   0.4
02-01-2004,07:00,17,006003,900,   1.7, 218.8,9999.9, 999.0,   0.8,  99.0,   0.0,9999.9,   0.4
02-01-2004,08:00,17,006003,900,   1.5, 183.1,9999.9,1000.0,   0.9,  99.0,   0.0,9999.9,   0.4
02-01-2004,09:00,17,006003,900,   0.0,9999.9,9999.9,1001.0,   0.8,  99.0,   0.0,9999.9,   0.6
02-01-2004,10:00,17,006003,900,   2.9,  19.8,9999.9,1001.0,   1.5,  99.0,  39.0,9999.9,   0.8
02-01-2004,11:00,17,006003,900,   4.4,  18.3,9999.9,1001.0,   2.0,  99.0,  36.0,9999.9,   0.4
02-01-2004,12:00,17,006003,900,   4.7,  16.7,9999.9,1001.0,   1.9,  99.0,  41.0,9999.9,   0.4
02-01-2004,13:00,17,006003,900,   3.6,  23.9,9999.9,1001.0,   2.1,  99.0,  51.0,9999.9,   0.8
02-01-2004,14:00,17,006003,900,   3.5,  21.5,9999.9,1001.0,   2.5,  99.0,  45.0,9999.9,   1.0
02-01-2004,15:00,17,006003,900,   3.8,  20.1,9999.9,1002.0,   2.7,  99.0,   0.0,9999.9,   0.4
02-01-2004,16:00,17,006003,900,   4.3,  18.3,9999.9,1003.0,   2.6,  99.0,   0.0,9999.9,   0.0
02-01-2004,17:00,17,006003,900,   3.7,  19.7,9999.9,1003.0,   2.4,  99.0,   0.0,9999.9,   0.0
02-01-2004,18:00,17,006003,900,   4.0,  15.4,9999.9,1003.0,   2.6,  99.0,   0.0,9999.9,   0.0
02-01-2004,19:00,17,006003,900,   3.6,  10.7,9999.9,1004.0,   3.0,  95.0,   0.0,9999.9,   0.0
02-01-2004,20:00,17,006003,900,   3.4,  11.5,9999.9,1005.0,   2.5,  96.0,   0.0,9999.9,   0.0
02-01-2004,21:00,17,006003,900,   3.5,   7.9,9999.9,1006.0,   2.6,  97.0,   0.0,9999.9,   0.0
02-01-2004,22:00,17,006003,900,   4.0,   4.8,9999.9,1007.0,   2.3,  98.0,   0.0,9999.9,   0.0
02-01-2004,23:00,17,006003,900,   3.8,   3.3,9999.9,1007.0,   2.0,  95.0,   0.0,9999.9,   0.0
03-01-2004,00:00,17,006003,900,   4.2,  13.5,9999.9,1007.0,   1.9,  91.0,   0.0,9999.9,   0.0
03-01-2004,01:00,17,006003,900,   4.6,  14.9,9999.9,1008.0,   2.1,  88.0,   0.0,9999.9,   0.0
03-01-2004,02:00,17,006003,900,   4.8,  17.3,9999.9,1008.0,   2.0,  87.0,   0.0,9999.9,   0.0
03-01-2004,03:00,17,006003,900,   4.0,  17.1,9999.9,1008.0,   1.5,  87.0,   0.0,9999.9,   0.0
03-01-2004,04:00,17,006003,900,   3.3,  15.2,9999.9,1008.0,   1.3,  89.0,   0.0,9999.9,   0.0
03-01-2004,05:00,17,006003,900,   2.6,  13.5,9999.9,1008.0,   0.8,  92.0,   0.0,9999.9,   0.0
03-01-2004,06:00,17,006003,900,   2.3,  10.0,9999.9,1008.0,   0.8,  90.0,   0.0,9999.9,   0.0
03-01-2004,07:00,17,006003,900,   1.8,  14.6,9999.9,1009.0,   0.4,  92.0,   0.0,9999.9,   0.0
